name,date,open,high,low,close,price,market_cap,total_volume
Bitcoin,04/29/2013,135.3,141.96,135.3,135.3,135.3,1501657493.0,0.0
Bitcoin,05/02/2013,117.0,117.0,91.01,91.01,117.0,1298951550.0,0.0
Bitcoin,05/06/2013,111.25,118.33,106.4,106.4,103.43,1148667722.0,0.0
Bitcoin,05/10/2013,112.64,118.78,112.64,113.01,91.01,1011066494.0,0.0
Bitcoin,05/14/2013,114.71,117.18,114.16,114.16,111.25,1236351844.0,0.0
Bitcoin,05/18/2013,115.5,123.88,115.5,120.5,116.79,1298377788.0,0.0
Bitcoin,05/22/2013,122.58,125.75,122.58,125.75,118.33,1315992304.0,0.0
Bitcoin,05/26/2013,131.7,134.6,128.99,128.99,106.4,1183766500.0,0.0
Bitcoin,05/30/2013,129.18,132.13,127.4,127.98,112.64,1253655040.0,0.0
Bitcoin,06/02/2013,129.09,129.09,121.16,121.16,113.0,1258130700.0,0.0
Bitcoin,06/06/2013,121.31,121.71,119.0,119.0,118.78,1322989457.0,0.0
Bitcoin,06/10/2013,110.09,110.09,99.75,105.99,113.01,1259239352.0,0.0
Bitcoin,06/14/2013,108.9,108.9,98.4,98.4,114.713,1278708679.0,0.0
Bitcoin,06/18/2013,99.99,106.55,99.99,106.55,117.18,1306721052.0,0.0
Bitcoin,06/22/2013,107.9,110.91,107.25,107.25,114.5,1277278988.0,0.0
Bitcoin,06/26/2013,108.0,108.0,102.44,103.39,114.156,1273849681.0,0.0
Bitcoin,06/29/2013,99.66,99.66,93.33,95.39,115.5,1289277412.0,0.0
Bitcoin,07/02/2013,97.5,97.5,89.49,90.8,123.1,1374605382.0,0.0
Bitcoin,07/06/2013,78.8,78.8,67.81,68.08,123.88,1383755085.0,0.0
Bitcoin,07/10/2013,77.5,85.75,76.39,85.75,120.501,1346499262.0,0.0
Bitcoin,07/14/2013,93.8,95.58,88.06,94.0,122.58,1370131821.0,0.0
Bitcoin,07/18/2013,97.3,98.98,88.79,88.79,122.9,1374154118.0,0.0
Bitcoin,07/22/2013,91.57,91.7,89.28,91.7,123.0,1375791900.0,0.0
Bitcoin,07/26/2013,94.58,96.95,94.13,94.13,125.748,1407041528.0,0.0
Bitcoin,07/30/2013,94.01,110.34,94.01,110.34,131.7,1474180657.0,0.0
Bitcoin,08/02/2013,106.23,106.23,101.61,103.7,130.77,1464316690.0,0.0
Bitcoin,08/06/2013,104.86,106.75,104.86,106.75,134.6,1507769010.0,0.0
Bitcoin,08/10/2013,101.67,103.77,101.67,103.77,128.985,1445444606.0,0.0
Bitcoin,08/14/2013,105.18,111.87,105.18,111.87,129.179,1448115967.0,0.0
Bitcoin,08/18/2013,109.87,118.78,109.87,118.78,132.13,1481781795.0,0.0
Bitcoin,08/22/2013,120.5,122.5,120.0,120.0,127.401,1429308634.0,0.0
Bitcoin,08/26/2013,120.44,125.67,120.44,125.67,127.98,1436386730.0,0.0
Bitcoin,08/30/2013,123.02,137.76,123.02,137.76,129.09,1449499974.0,0.0
Bitcoin,09/02/2013,138.17,138.17,137.17,137.51,121.3,1362684200.0,0.0
Bitcoin,09/06/2013,135.21,135.21,123.73,123.73,121.16,1361765704.0,0.0
Bitcoin,09/10/2013,121.77,131.65,121.77,131.65,121.309,1364113640.0,0.0
Bitcoin,09/14/2013,134.22,135.05,129.95,129.95,121.714,1369233814.0,0.0
Bitcoin,09/18/2013,131.48,132.06,130.23,130.23,119.0,1339234925.0,0.0
Bitcoin,09/22/2013,128.57,128.57,126.73,126.73,110.09,1239395972.0,0.0
Bitcoin,09/26/2013,126.09,131.84,126.09,131.84,108.401,1220874393.0,0.0
Bitcoin,09/29/2013,133.93,140.28,131.65,131.65,99.7497,1123844958.0,0.0
Bitcoin,10/02/2013,132.55,132.55,123.07,123.07,105.99,1194605341.0,0.0
Bitcoin,10/06/2013,128.26,129.57,127.56,128.38,108.9,1227904672.0,0.0
Bitcoin,10/10/2013,125.72,130.9,125.72,130.27,108.4,1222819750.0,0.0
Bitcoin,10/14/2013,135.35,143.89,135.35,143.89,102.769,1159766150.0,0.0
Bitcoin,10/18/2013,143.61,170.51,143.61,170.51,98.399,1110902570.0,0.0
Bitcoin,10/22/2013,172.01,206.78,172.01,206.78,99.99,1129287060.0,0.0
Bitcoin,10/26/2013,198.8,198.8,172.48,189.83,100.42,1134610433.0,0.0
Bitcoin,10/30/2013,198.55,204.39,198.55,203.88,102.0,1152834600.0,0.0
Bitcoin,11/02/2013,205.26,212.45,205.26,212.45,106.55,1204638318.0,0.0
Bitcoin,11/06/2013,226.28,295.63,226.28,295.63,107.9,1220273470.0,0.0
Bitcoin,11/10/2013,332.02,358.0,313.0,340.55,110.91,1254733148.0,0.0
Bitcoin,11/14/2013,355.48,424.16,355.48,424.16,109.015,1233750009.0,0.0
Bitcoin,11/18/2013,437.41,614.4,437.41,614.4,107.25,1214260369.0,0.0
Bitcoin,11/22/2013,565.34,819.31,565.34,819.31,108.0,1223181000.0,0.0
Bitcoin,11/26/2013,764.43,914.13,764.43,914.13,102.443,1160635652.0,0.0
Bitcoin,11/29/2013,979.08,1127.45,979.08,1127.45,103.691,1175194910.0,0.0
Bitcoin,12/02/2013,1033.39,1078.64,974.03,1078.64,103.39,1172207388.0,0.0
Bitcoin,12/06/2013,1121.48,1121.48,811.98,811.98,99.66,1130338737.0,0.0
Bitcoin,12/10/2013,743.11,927.78,743.11,887.08,93.3311,1058953327.0,0.0
Bitcoin,12/14/2013,878.17,897.27,854.62,854.62,95.3886,1082693996.0,0.0
Bitcoin,12/18/2013,789.15,789.15,559.36,677.84,97.504,1107084792.0,0.0
Bitcoin,12/22/2013,694.25,694.25,596.12,645.75,89.489,1016445146.0,0.0
Bitcoin,12/26/2013,659.94,734.59,659.94,734.27,90.797,1031653673.0,0.0
Bitcoin,12/30/2013,738.81,760.52,726.47,755.16,78.8,895707780.0,0.0
Bitcoin,01/02/2014,767.74,825.47,767.74,825.47,78.48,892405890.0,0.0
Bitcoin,01/06/2014,849.14,936.38,826.5,826.5,67.809,771368060.0,0.0
Bitcoin,01/10/2014,838.32,905.72,838.32,905.72,68.0831,774804401.0,0.0
Bitcoin,01/14/2014,867.45,867.45,838.05,860.44,77.502,882356395.0,0.0
Bitcoin,01/18/2014,837.98,840.0,812.9,838.17,76.3915,870081997.0,0.0
Bitcoin,01/22/2014,869.15,869.57,846.97,846.97,77.0,877378425.0,0.0
Bitcoin,01/26/2014,808.32,891.86,804.39,891.86,85.75,977479256.0,0.0
Bitcoin,01/30/2014,777.0,817.93,777.0,817.93,93.804,1069724400.0,0.0
Bitcoin,02/02/2014,832.52,836.41,813.38,813.38,88.0622,1004551934.0,0.0
Bitcoin,02/06/2014,832.36,832.36,721.32,721.32,95.58,1090715949.0,0.0
Bitcoin,02/10/2014,701.61,701.61,672.07,697.76,94.0,1073073450.0,0.0
Bitcoin,02/14/2014,655.26,655.26,623.57,644.1,97.301,1111179853.0,0.0
Bitcoin,02/18/2014,613.85,645.14,613.85,620.99,98.9796,1130735527.0,0.0
Bitcoin,02/22/2014,593.89,622.97,571.06,622.97,97.8,1117707300.0,0.0
Bitcoin,02/26/2014,572.39,586.28,489.31,586.28,88.7869,1015062893.0,0.0
Bitcoin,02/27/2014,567.2,585.79,560.11,585.79,91.572,1047311253.0,0.0
Bitcoin,03/06/2014,675.0,675.0,617.62,617.62,89.28,1021492656.0,0.0
Bitcoin,03/10/2014,610.37,636.17,610.37,624.23,90.3672,1034399451.0,0.0
Bitcoin,03/14/2014,638.07,639.03,629.67,638.07,91.7024,1050054379.0,0.0
Bitcoin,03/18/2014,629.55,629.55,610.64,610.64,94.5806,1083333286.0,0.0
Bitcoin,03/22/2014,592.07,592.07,561.22,567.78,94.525,1083076902.0,0.0
Bitcoin,03/26/2014,571.42,584.44,567.64,567.64,96.9499,1111232483.0,0.0
Bitcoin,03/30/2014,503.66,503.66,457.4,457.4,94.13,1079278107.0,0.0
Bitcoin,04/02/2014,478.72,478.72,437.52,447.08,94.005,1078286703.0,0.0
Bitcoin,04/06/2014,448.88,464.83,448.88,457.79,98.5759,1131111629.0,0.0
Bitcoin,04/10/2014,450.46,450.46,360.84,420.06,101.5,1165105812.0,0.0
Bitcoin,04/14/2014,420.66,520.12,414.95,520.12,110.34,1267183179.0,0.0
Bitcoin,04/18/2014,529.16,529.16,478.23,501.55,106.23,1220481782.0,0.0
Bitcoin,04/22/2014,497.32,497.32,484.85,487.53,101.61,1167849454.0,0.0
Bitcoin,04/26/2014,494.27,494.27,437.92,437.92,103.7,1192378895.0,0.0
Bitcoin,04/29/2014,436.92,445.0,436.92,445.0,104.86,1206152150.0,0.0
Bitcoin,05/02/2014,455.09,455.09,434.03,434.03,106.56,1226188584.0,0.0
Bitcoin,05/06/2014,433.94,439.3,426.76,439.3,105.841,1218425716.0,0.0
Bitcoin,05/10/2014,437.36,452.51,436.28,436.28,106.75,1229098150.0,0.0
Bitcoin,05/14/2014,439.19,444.25,437.31,444.25,101.672,1171586790.0,0.0
Bitcoin,05/18/2014,445.17,445.85,443.87,443.87,103.4,1192028805.0,0.0
Bitcoin,05/22/2014,483.42,524.48,483.42,524.48,102.71,1184605785.0,0.0
Bitcoin,05/26/2014,523.11,579.62,523.11,569.48,103.77,1197378682.0,0.0
Bitcoin,05/30/2014,571.55,621.15,565.26,620.5,105.18,1214268916.0,0.0
Bitcoin,06/02/2014,640.16,667.37,640.16,667.37,106.068,1225008501.0,0.0
Bitcoin,06/06/2014,641.18,658.1,641.18,651.71,111.621,1289602061.0,0.0
Bitcoin,06/10/2014,649.9,649.9,630.04,630.04,111.87,1292943118.0,0.0
Bitcoin,06/14/2014,567.18,594.68,567.18,583.41,109.867,1270257534.0,0.0
Bitcoin,06/18/2014,592.52,607.16,592.52,593.39,112.74,1304015666.0,0.0
Bitcoin,06/22/2014,590.06,595.04,586.15,586.15,114.4,1323762440.0,0.0
Bitcoin,06/26/2014,582.41,598.24,561.47,598.24,118.782,1375023402.0,0.0
Bitcoin,06/29/2014,594.87,637.75,594.87,637.75,120.5,1395441212.0,0.0
Bitcoin,07/02/2014,643.94,648.11,640.28,640.28,121.51,1407757143.0,0.0
Bitcoin,07/06/2014,627.13,631.0,619.5,619.5,122.499,1419858347.0,0.0
Bitcoin,07/10/2014,620.05,630.84,615.13,630.84,120.0,1391517000.0,0.0
Bitcoin,07/14/2014,633.64,633.64,618.21,618.95,120.44,1397179275.0,0.0
Bitcoin,07/18/2014,614.15,627.02,614.15,626.18,122.0,1415749000.0,0.0
Bitcoin,07/22/2014,620.51,620.51,617.94,617.94,122.04,1416676932.0,0.0
Bitcoin,07/26/2014,599.81,600.1,590.38,590.38,125.67,1459371151.0,0.0
Bitcoin,07/30/2014,585.28,585.28,560.79,583.18,123.02,1429111038.0,0.0
Bitcoin,08/02/2014,593.87,593.87,585.57,585.57,123.44,1434594992.0,0.0
Bitcoin,08/06/2014,586.37,587.2,582.42,587.2,129.2,1502172870.0,0.0
Bitcoin,08/10/2014,590.91,590.91,573.41,573.41,137.76,1602407100.0,0.0
Bitcoin,08/14/2014,567.4,567.4,492.28,492.28,138.17,1607960283.0,0.0
Bitcoin,08/18/2014,521.05,521.05,459.89,484.15,137.17,1597132036.0,0.0
Bitcoin,08/22/2014,514.19,515.83,496.57,496.57,137.51,1601702729.0,0.0
Bitcoin,08/26/2014,508.11,510.64,500.39,510.45,135.21,1575534525.0,0.0
Bitcoin,08/30/2014,506.92,508.1,480.03,480.03,129.96,1514888487.0,0.0
Bitcoin,09/02/2014,475.82,475.82,474.69,474.73,126.13,1470861842.0,0.0
Bitcoin,09/06/2014,489.55,489.55,480.24,480.6,123.73,1443353756.0,0.0
Bitcoin,09/10/2014,471.13,477.11,471.13,476.38,121.77,1420952396.0,0.0
Bitcoin,09/14/2014,473.69,476.0,473.03,473.03,126.4,1475596760.0,0.0
Bitcoin,09/18/2014,462.59,462.59,393.26,393.26,127.78,1492304286.0,0.0
Bitcoin,09/22/2014,408.5,433.75,396.62,433.75,131.65,1538132775.0,0.0
Bitcoin,09/26/2014,420.92,420.92,398.01,398.01,134.22,1568874092.0,0.0
Bitcoin,09/29/2014,375.99,387.35,373.09,387.35,135.05,1579271324.0,0.0
Bitcoin,10/02/2014,380.89,380.89,356.19,356.19,131.39,1537187451.0,0.0
Bitcoin,10/06/2014,327.88,331.72,325.11,331.72,129.95,1520967287.0,0.0
Bitcoin,10/10/2014,353.39,359.52,353.39,359.52,131.48,1539430293.0,0.0
Bitcoin,10/14/2014,374.17,398.29,374.17,392.19,131.31,1538014334.0,0.0
Bitcoin,10/18/2014,379.39,389.12,379.39,386.95,132.06,1547280990.0,0.0
Bitcoin,10/22/2014,379.77,382.41,356.2,356.2,130.23,1526484433.0,0.0
Bitcoin,10/26/2014,354.32,354.32,347.03,348.29,128.57,1507618248.0,0.0
Bitcoin,10/30/2014,351.56,351.56,333.15,336.59,126.78,1487211807.0,0.0
Bitcoin,11/02/2014,323.98,324.0,323.98,324.0,128.37,1506534274.0,0.0
Bitcoin,11/06/2014,328.01,347.82,328.01,341.23,126.73,1487984454.0,0.0
Bitcoin,11/10/2014,344.18,366.15,344.18,366.15,126.09,1481135098.0,0.0
Bitcoin,11/14/2014,418.58,418.58,377.33,377.33,127.99,1504122481.0,0.0
Bitcoin,11/18/2014,387.62,387.62,374.87,376.79,128.02,1505025524.0,0.0
Bitcoin,11/22/2014,355.39,366.78,349.39,366.78,131.84,1550524096.0,0.0
Bitcoin,11/26/2014,377.74,377.74,365.77,368.45,133.93,1575663012.0,0.0
Bitcoin,11/29/2014,376.95,376.95,374.96,376.47,140.28,1650965841.0,0.0
Bitcoin,12/02/2014,379.49,381.38,374.1,374.1,131.65,1549941780.0,0.0
Bitcoin,12/06/2014,368.23,376.38,368.23,374.45,132.55,1561200410.0,0.0
Bitcoin,12/10/2014,361.43,361.43,346.91,346.91,132.04,1555751397.0,0.0
Bitcoin,12/14/2014,351.5,351.5,344.62,344.62,123.07,1450746083.0,0.0
Bitcoin,12/18/2014,328.53,328.53,309.77,317.54,128.26,1512486811.0,0.0
Bitcoin,12/22/2014,328.77,333.97,319.5,333.97,129.57,1528611793.0,0.0
Bitcoin,12/26/2014,322.19,327.72,314.57,314.57,127.56,1505549223.0,0.0
Bitcoin,12/30/2014,316.49,317.38,310.08,317.38,128.38,1515724889.0,0.0
Bitcoin,01/02/2015,313.99,314.45,286.57,286.57,125.72,1484816060.0,0.0
Bitcoin,01/06/2015,260.94,295.87,260.94,295.87,130.9,1546580228.0,0.0
Bitcoin,01/10/2015,284.45,289.57,267.18,267.18,129.68,1532820842.0,0.0
Bitcoin,01/14/2015,268.35,268.35,172.15,210.56,130.27,1540367845.0,0.0
Bitcoin,01/18/2015,205.82,214.55,199.49,214.55,135.35,1601082220.0,0.0
Bitcoin,01/22/2015,210.51,232.9,210.51,232.9,135.48,1603402413.0,0.0
Bitcoin,01/26/2015,248.1,271.29,248.1,259.24,140.48,1663458800.0,0.0
Bitcoin,01/30/2015,232.53,232.53,218.02,218.02,143.89,1704751164.0,0.0
Bitcoin,02/02/2015,226.27,240.02,226.01,226.01,143.61,1702245233.0,0.0
Bitcoin,02/06/2015,225.31,227.21,216.91,227.21,146.15,1732995548.0,0.0
Bitcoin,02/10/2015,222.91,222.91,219.1,219.1,151.34,1795176162.0,0.0
Bitcoin,02/14/2015,222.04,259.01,222.04,233.0,170.51,2023531688.0,0.0
Bitcoin,02/18/2015,235.92,242.46,234.62,240.3,172.01,2042261829.0,0.0
Bitcoin,02/22/2015,244.08,244.15,235.55,238.13,181.41,2154778910.0,0.0
Bitcoin,02/26/2015,238.73,253.9,236.17,253.9,193.45,2298993654.0,0.0
Bitcoin,02/27/2015,253.6,280.62,253.6,280.62,206.78,2458505640.0,0.0
Bitcoin,03/06/2015,273.02,275.58,272.34,275.58,198.8,2364666360.0,0.0
Bitcoin,03/10/2015,274.58,295.96,274.58,295.96,172.48,2052637048.0,0.0
Bitcoin,03/14/2015,293.92,293.92,281.49,285.26,178.96,2130644072.0,0.0
Bitcoin,03/18/2015,290.1,290.1,255.61,260.0,189.83,2260913266.0,0.0
Bitcoin,03/22/2015,260.91,267.8,259.49,266.03,198.55,2365643830.0,0.0
Bitcoin,03/26/2015,245.17,247.56,245.17,247.15,204.39,2436022215.0,0.0
Bitcoin,03/30/2015,252.05,252.05,241.91,243.27,204.2,2434768490.0,0.0
Bitcoin,04/02/2015,246.78,253.62,246.78,253.62,203.88,2432069229.0,0.0
Bitcoin,04/06/2015,253.32,259.71,253.21,253.21,205.26,2449516394.0,0.0
Bitcoin,04/10/2015,244.27,244.27,234.53,236.45,206.89,2470106260.0,0.0
Bitcoin,04/14/2015,235.74,235.74,218.0,223.02,212.45,2537555912.0,0.0
Bitcoin,04/18/2015,228.0,228.0,222.42,222.68,226.28,2703825377.0,0.0
Bitcoin,04/22/2015,224.31,235.17,224.31,235.17,230.63,2756789579.0,0.0
Bitcoin,04/26/2015,230.99,230.99,218.51,228.57,260.85,3119094311.0,0.0
Bitcoin,04/29/2015,225.64,236.22,225.64,236.22,295.63,3536067384.0,0.0
Bitcoin,05/02/2015,232.74,239.88,232.74,239.88,332.02,3972444990.0,0.0
Bitcoin,05/06/2015,238.97,238.97,229.82,236.85,358.0,4284552950.0,0.0
Bitcoin,05/10/2015,243.66,243.66,239.55,241.85,313.0,3747322075.0,0.0
Bitcoin,05/14/2015,241.52,241.52,235.48,236.99,340.55,4078792891.0,0.0
Bitcoin,05/18/2015,235.98,236.08,231.94,231.94,355.48,4259334699.0,0.0
Bitcoin,05/22/2015,234.05,240.94,234.05,239.03,404.17,4844512975.0,0.0
Bitcoin,05/26/2015,241.24,241.24,237.23,237.23,408.84,4902328893.0,0.0
Bitcoin,05/30/2015,237.49,237.49,229.68,229.68,424.16,5087746180.0,0.0
Bitcoin,06/02/2015,223.32,225.74,223.32,225.48,437.41,5248843453.0,0.0
Bitcoin,06/06/2015,224.17,225.29,223.62,223.62,488.36,5862542038.0,0.0
Bitcoin,06/10/2015,228.7,229.93,228.7,229.93,580.87,6975450004.0,0.0
Bitcoin,06/14/2015,230.52,237.2,230.52,237.2,614.4,7380464640.0,0.0
Bitcoin,06/18/2015,250.47,250.47,243.0,243.0,565.34,6793450510.0,0.0
Bitcoin,06/22/2015,245.48,247.28,243.85,243.85,675.06,8114440594.0,0.0
Bitcoin,06/26/2015,240.54,250.62,240.54,250.62,731.15,8790506777.0,0.0
Bitcoin,06/29/2015,248.35,262.41,248.35,262.41,819.31,9853534129.0,0.0
Bitcoin,07/02/2015,257.51,257.51,254.65,255.16,764.43,9196532447.0,0.0
Bitcoin,07/06/2015,260.42,271.04,260.42,265.38,793.07,9544775891.0,0.0
Bitcoin,07/10/2015,269.61,291.89,268.89,291.89,832.93,10028164851.0,0.0
Bitcoin,07/14/2015,310.19,310.19,283.95,283.95,914.13,11009416068.0,0.0
Bitcoin,07/18/2015,276.68,278.37,272.81,272.81,979.08,11795833455.0,0.0
Bitcoin,07/22/2015,277.25,277.25,274.94,275.61,1101.83,13280659993.0,0.0
Bitcoin,07/26/2015,288.44,292.61,288.39,292.61,1127.45,13593664650.0,0.0
Bitcoin,07/30/2015,293.99,293.99,283.68,283.68,1033.39,12464724345.0,0.0
Bitcoin,08/02/2015,280.7,281.83,280.7,281.83,974.03,11753157346.0,0.0
Bitcoin,08/06/2015,284.24,284.24,278.01,278.51,1078.64,13020236474.0,0.0
Bitcoin,08/10/2015,259.8,269.87,259.8,269.87,1121.48,13542487814.0,0.0
Bitcoin,08/14/2015,267.71,267.71,260.48,260.48,989.04,11947405392.0,0.0
Bitcoin,08/18/2015,257.82,257.82,225.96,225.96,1019.66,12322234219.0,0.0
Bitcoin,08/22/2015,234.64,234.64,227.25,227.25,811.98,9816777302.0,0.0
Bitcoin,08/26/2015,210.09,225.27,210.09,222.97,743.11,8987358118.0,0.0
Bitcoin,08/30/2015,231.66,231.66,228.07,230.08,897.89,10863885372.0,0.0
Bitcoin,09/02/2015,227.16,228.64,226.57,226.57,927.78,11230173843.0,0.0
Bitcoin,09/06/2015,230.05,240.5,230.05,240.5,887.08,10741252534.0,0.0
Bitcoin,09/10/2015,243.56,243.56,237.95,240.0,878.17,10636987805.0,0.0
Bitcoin,09/14/2015,234.91,234.91,229.91,229.91,897.27,10872198158.0,0.0
Bitcoin,09/18/2015,228.46,232.75,228.46,231.27,866.99,10509219285.0,0.0
Bitcoin,09/22/2015,230.66,230.66,226.45,229.87,854.62,10363485334.0,0.0
Bitcoin,09/26/2015,233.93,234.98,232.83,232.83,789.15,9573257565.0,0.0
Bitcoin,09/29/2015,239.28,239.28,236.05,236.05,691.65,8393847109.0,0.0
Bitcoin,10/02/2015,237.74,238.97,237.26,238.97,559.36,6791343584.0,0.0
Bitcoin,10/06/2015,238.66,246.44,238.66,243.22,677.84,8233502182.0,0.0
Bitcoin,10/10/2015,242.9,247.54,242.9,247.54,694.25,8436421862.0,0.0
Bitcoin,10/14/2015,245.57,254.63,245.57,254.63,596.12,7246404914.0,0.0
Bitcoin,10/18/2015,262.37,270.36,262.23,264.21,650.27,7907201916.0,0.0
Bitcoin,10/22/2015,270.27,277.39,267.02,277.39,645.75,7854951431.0,0.0
Bitcoin,10/26/2015,282.96,294.81,282.96,294.81,659.94,8030446893.0,0.0
Bitcoin,10/30/2015,303.64,325.8,303.64,312.28,668.74,8140337961.0,0.0
Bitcoin,11/02/2015,325.0,398.24,325.0,398.24,734.59,8944973877.0,0.0
Bitcoin,11/06/2015,404.36,404.36,372.83,387.06,734.27,8944473292.0,62881800.0
Bitcoin,11/10/2015,371.5,380.64,305.98,305.98,738.81,9002769255.0,28121600.0
Bitcoin,11/14/2015,337.96,337.96,320.48,320.48,726.47,8855251580.0,27018300.0
Bitcoin,11/18/2015,331.35,335.45,325.57,325.57,760.52,9270681761.0,24717100.0
Bitcoin,11/22/2015,321.42,325.16,321.42,322.83,755.16,9205343763.0,21903500.0
Bitcoin,11/26/2015,319.98,359.01,319.98,359.01,767.74,9358693020.0,23448600.0
Bitcoin,11/29/2015,356.21,378.27,356.21,378.27,772.53,9417082760.0,16837800.0
Bitcoin,12/02/2015,363.45,363.45,358.82,360.95,825.47,10062417390.0,54171500.0
Bitcoin,12/06/2015,362.77,394.36,362.77,394.36,849.14,10350952914.0,36344700.0
Bitcoin,12/10/2015,412.93,452.41,412.93,452.41,919.41,11207538944.0,62414600.0
Bitcoin,12/14/2015,434.9,465.0,434.9,465.0,936.38,11414401972.0,88584600.0
Bitcoin,12/18/2015,453.91,463.82,453.91,462.05,826.5,10107681750.0,80268100.0
Bitcoin,12/22/2015,441.13,442.82,436.24,442.82,838.32,10256342208.0,78060300.0
Bitcoin,12/26/2015,454.91,455.74,417.09,423.93,853.29,10443906952.0,58813600.0
Bitcoin,12/30/2015,420.71,432.15,420.71,431.14,863.3,10570439442.0,29763600.0
Bitcoin,01/02/2016,434.43,434.43,430.2,430.2,905.72,11094594497.0,48299500.0
Bitcoin,01/06/2016,433.53,456.43,431.34,456.43,867.45,10630187711.0,40171100.0
Bitcoin,01/10/2016,454.7,454.7,447.21,448.35,840.96,10309307616.0,42950500.0
Bitcoin,01/14/2016,445.79,445.79,365.91,365.91,838.05,10276902394.0,23469400.0
Bitcoin,01/18/2016,384.81,386.36,379.02,379.02,860.44,10555404678.0,28600400.0
Bitcoin,01/22/2016,418.85,418.85,377.21,389.64,837.98,10283900055.0,18719700.0
Bitcoin,01/26/2016,403.06,403.06,392.33,394.49,812.9,9979241690.0,39266000.0
Bitcoin,01/30/2016,379.55,379.55,364.35,364.35,840.0,10315662000.0,18052700.0
Bitcoin,02/02/2016,371.04,372.87,368.12,368.12,838.17,10293335273.0,17574100.0
Bitcoin,02/06/2016,388.38,388.38,374.9,375.52,869.15,10677333920.0,25421600.0
Bitcoin,02/10/2016,371.14,379.83,371.14,377.06,869.57,10686776168.0,26779700.0
Bitcoin,02/14/2016,382.72,404.14,382.72,399.38,865.03,10635024832.0,17879900.0
Bitcoin,02/18/2016,407.01,421.42,407.01,419.38,846.97,10417265166.0,18412100.0
Bitcoin,02/22/2016,441.12,441.12,420.3,420.3,808.32,9945387408.0,20176000.0
Bitcoin,02/26/2016,423.19,432.14,423.14,432.14,804.39,9900713656.0,31742800.0
Bitcoin,02/28/2016,432.8,436.92,432.8,436.92,853.51,10508799200.0,22676800.0
Bitcoin,03/02/2016,431.37,431.37,420.17,420.17,891.86,10984370725.0,32539200.0
Bitcoin,03/06/2016,409.41,413.74,397.24,413.74,777.0,9573533550.0,61878700.0
Bitcoin,03/10/2016,411.88,419.3,411.88,419.3,816.85,10067676250.0,33409200.0
Bitcoin,03/14/2016,410.8,415.64,410.8,415.64,817.17,10074827642.0,16261700.0
Bitcoin,03/18/2016,416.54,418.4,406.74,406.74,817.93,10087796517.0,31107400.0
Bitcoin,03/22/2016,411.88,418.08,411.09,418.08,832.52,10271715012.0,14722200.0
Bitcoin,03/26/2016,414.88,425.35,414.88,425.35,836.41,10323662258.0,19347600.0
Bitcoin,03/30/2016,422.76,422.76,412.6,415.37,813.38,10043290888.0,12759200.0
Bitcoin,04/02/2016,416.75,419.67,416.75,418.19,832.36,10281144248.0,14823400.0
Bitcoin,04/06/2016,419.44,422.65,419.44,421.08,830.92,10267242207.0,15706200.0
Bitcoin,04/10/2016,418.47,422.58,416.15,422.58,805.08,9951171213.0,47441900.0
Bitcoin,04/14/2016,426.18,429.97,424.27,429.97,721.32,8918941470.0,65733100.0
Bitcoin,04/18/2016,430.94,436.37,428.03,436.37,701.61,8678266711.0,86940400.0
Bitcoin,04/22/2016,441.92,451.82,441.92,451.82,672.07,8315656524.0,34864400.0
Bitcoin,04/26/2016,459.92,467.86,444.79,444.79,689.65,8535556672.0,38527400.0
Bitcoin,04/29/2016,449.38,456.57,447.9,447.9,697.76,8638931672.0,121884000.0
Bitcoin,05/02/2016,452.59,452.59,444.49,450.3,655.26,8115968452.0,65970400.0
Bitcoin,05/06/2016,447.12,461.62,447.12,459.25,651.91,8077474557.0,19109100.0
Bitcoin,05/10/2016,459.28,461.75,450.33,452.18,623.57,7729134561.0,90917600.0
Bitcoin,05/14/2016,454.73,457.84,454.73,457.84,644.1,7986582360.0,57350800.0
Bitcoin,05/18/2016,454.89,454.89,440.54,440.54,613.85,7614456286.0,24104900.0
Bitcoin,05/22/2016,441.89,443.18,438.68,443.18,645.14,8005429360.0,48516100.0
Bitcoin,05/26/2016,445.77,473.86,445.77,473.86,625.01,7758139753.0,22066400.0
Bitcoin,05/30/2016,528.55,534.22,524.62,531.41,620.99,7711283048.0,13276100.0
Bitcoin,06/02/2016,539.17,570.44,538.83,570.44,593.89,7377405511.0,35743400.0
Bitcoin,06/06/2016,573.53,585.56,573.53,577.91,582.75,7241455462.0,56059000.0
Bitcoin,06/10/2016,583.14,597.75,577.61,597.75,571.06,7098404288.0,21675800.0
Bitcoin,06/14/2016,671.71,704.29,671.71,693.23,622.97,7746491782.0,44590700.0
Bitcoin,06/18/2016,765.46,765.46,749.42,764.05,572.39,7120130927.0,47229500.0
Bitcoin,06/22/2016,734.16,734.16,591.9,623.21,489.31,6088839080.0,111102000.0
